,adexchange_1,adexchange_2,adexchange_3,adexchange_4,adexchange_null,advertiser,browser_chrome,browser_firefox,browser_ie,browser_maxthon,browser_opera,browser_other,browser_safari,browser_theworld,city,hour,os_android,os_ios,os_linux,os_mac,os_other,os_windows,region,slotformat_0,slotformat_1,slotformat_5,slotformat_Na,slotheight,slotprice,slotvisibility_0,slotvisibility_1,slotvisibility_2,slotvisibility_255,slotvisibility_FifthView,slotvisibility_FirstView,slotvisibility_FourthView,slotvisibility_Na,slotvisibility_OtherView,slotvisibility_SecondView,slotvisibility_ThirdView,slotwidth,weekday
184949,1,0,0,0,0,3386,1,0,0,0,0,0,0,0,90,0,0,0,0,0,0,1,80,0,1,0,0,250,0,1,0,0,0,0,0,0,0,0,0,0,300,2
185237,0,1,0,0,0,3427,1,0,0,0,0,0,0,0,217,14,0,0,0,0,0,1,216,1,0,0,0,60,5,0,1,0,0,0,0,0,0,0,0,0,468,3
185252,0,0,1,0,0,2259,1,0,0,0,0,0,0,0,216,0,0,0,0,0,0,1,216,0,0,0,1,90,70,0,0,0,0,0,0,0,1,0,0,0,1000,1
185303,0,0,1,0,0,3358,1,0,0,0,0,0,0,0,64,23,0,0,0,0,0,1,55,1,0,0,0,90,70,1,0,0,0,0,0,0,0,0,0,0,1000,3
185309,1,0,0,0,0,3358,0,0,1,0,0,0,0,0,217,0,0,0,0,0,0,1,216,0,1,0,0,90,0,1,0,0,0,0,0,0,0,0,0,0,950,4
185364,0,1,0,0,0,3476,1,0,0,0,0,0,0,0,126,19,0,0,0,0,0,1,124,1,0,0,0,250,5,0,0,1,0,0,0,0,0,0,0,0,300,1
185394,1,0,0,0,0,3427,0,0,0,0,0,0,1,0,0,11,0,0,0,1,0,0,0,0,1,0,0,90,0,0,1,0,0,0,0,0,0,0,0,0,950,5
185470,0,1,0,0,0,1458,0,0,1,0,0,0,0,0,304,13,0,0,0,0,0,1,298,1,0,0,0,90,5,0,1,0,0,0,0,0,0,0,0,0,728,0
185471,0,0,1,0,0,3386,0,0,1,0,0,0,0,0,342,12,0,0,0,0,0,1,333,1,0,0,0,90,50,1,0,0,0,0,0,0,0,0,0,0,1000,5
185530,0,0,1,0,0,1458,0,0,1,0,0,0,0,0,233,1,0,0,0,0,0,1,216,1,0,0,0,90,50,1,0,0,0,0,0,0,0,0,0,0,1000,3
185645,1,0,0,0,0,1458,0,0,1,0,0,0,0,0,85,10,0,0,0,0,0,1,80,0,1,0,0,280,0,0,0,1,0,0,0,0,0,0,0,0,336,4
185684,0,1,0,0,0,1458,0,0,1,0,0,0,0,0,147,20,0,0,0,0,0,1,146,1,0,0,0,280,5,0,0,1,0,0,0,0,0,0,0,0,336,6
185733,0,0,0,0,1,2997,0,0,0,0,0,0,1,0,225,19,1,0,0,0,0,0,216,0,0,0,1,50,6,0,0,0,0,0,1,0,0,0,0,0,320,2
185792,0,0,0,1,0,2821,1,0,0,0,0,0,0,0,1,20,0,0,0,0,0,1,1,0,0,0,1,250,0,0,0,0,0,0,0,0,0,0,1,0,300,1
185894,1,0,0,0,0,3427,0,0,1,0,0,0,0,0,98,18,0,0,0,0,0,1,94,0,1,0,0,600,0,1,0,0,0,0,0,0,0,0,0,0,160,5
185960,1,0,0,0,0,3358,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0,1,3,0,1,0,0,280,0,1,0,0,0,0,0,0,0,0,0,0,336,4
186111,0,0,1,0,0,3427,0,0,1,0,0,0,0,0,107,13,0,0,0,0,0,1,106,1,0,0,0,250,50,1,0,0,0,0,0,0,0,0,0,0,300,1
186119,0,0,1,0,0,3476,1,0,0,0,0,0,0,0,109,21,0,0,0,0,0,1,106,1,0,0,0,250,50,1,0,0,0,0,0,0,0,0,0,0,300,1
186125,0,0,1,0,0,2259,0,0,1,0,0,0,0,0,234,12,0,0,0,0,0,1,216,0,0,0,1,90,70,0,0,0,0,0,0,0,1,0,0,0,1000,6
186152,0,1,0,0,0,3386,1,0,0,0,0,0,0,0,275,21,0,0,0,0,0,1,275,1,0,0,0,250,5,0,0,1,0,0,0,0,0,0,0,0,250,1
186196,1,0,0,0,0,3427,0,0,1,0,0,0,0,0,126,23,0,0,0,0,0,1,124,0,1,0,0,250,0,1,0,0,0,0,0,0,0,0,0,0,300,1
186210,1,0,0,0,0,1458,0,0,1,0,0,0,0,0,49,15,0,0,0,0,0,1,40,0,1,0,0,280,0,0,0,1,0,0,0,0,0,0,0,0,336,2
186240,0,0,1,0,0,2261,0,0,0,0,0,0,1,0,159,15,0,0,0,1,0,0,146,0,0,0,1,90,20,0,0,0,0,0,0,0,1,0,0,0,980,5
186276,0,0,1,0,0,3386,1,0,0,0,0,0,0,0,79,17,0,0,0,0,0,1,79,1,0,0,0,90,70,1,0,0,0,0,0,0,0,0,0,0,1000,4
186313,0,1,0,0,0,3476,0,0,1,0,0,0,0,0,219,16,0,0,0,0,0,1,216,1,0,0,0,250,5,0,0,1,0,0,0,0,0,0,0,0,300,1
186388,1,0,0,0,0,2261,0,0,1,0,0,0,0,0,7,18,0,0,0,0,0,1,3,0,0,0,1,90,0,0,0,0,0,0,1,0,0,0,0,0,950,5
186528,1,0,0,0,0,1458,0,0,1,0,0,0,0,0,166,11,0,0,0,0,0,1,164,0,1,0,0,90,0,0,0,1,0,0,0,0,0,0,0,0,728,4
186578,1,0,0,0,0,2821,0,0,1,0,0,0,0,0,340,20,0,0,0,0,0,1,333,0,0,0,1,250,0,0,0,0,0,0,1,0,0,0,0,0,300,0
186619,0,0,0,1,0,2821,1,0,0,0,0,0,0,0,393,14,0,0,0,1,0,0,393,0,0,0,1,90,0,0,0,0,0,0,1,0,0,0,0,0,960,1
186648,0,1,0,0,0,2821,0,0,1,0,0,0,0,0,239,9,0,0,0,0,0,1,238,0,0,0,1,90,5,0,0,0,0,0,1,0,0,0,0,0,728,1
186827,1,0,0,0,0,1458,0,0,1,0,0,0,0,0,235,14,0,0,0,0,0,1,216,0,1,0,0,600,0,0,0,1,0,0,0,0,0,0,0,0,160,4
186930,0,1,0,0,0,1458,1,0,0,0,0,0,0,0,334,12,0,0,0,0,0,1,333,1,0,0,0,90,5,0,1,0,0,0,0,0,0,0,0,0,728,4
187301,1,0,0,0,0,1458,0,0,1,0,0,0,0,0,192,13,0,0,0,0,0,1,183,0,1,0,0,280,0,0,0,1,0,0,0,0,0,0,0,0,336,3
187313,1,0,0,0,0,3427,0,0,1,0,0,0,0,0,337,18,0,0,0,0,0,1,333,0,1,0,0,90,0,1,0,0,0,0,0,0,0,0,0,0,950,5
187365,1,0,0,0,0,1458,0,0,1,0,0,0,0,0,90,12,0,0,0,0,0,1,80,0,1,0,0,600,0,0,0,1,0,0,0,0,0,0,0,0,160,5
187425,0,0,1,0,0,3386,1,0,0,0,0,0,0,0,219,18,0,0,0,0,0,1,216,1,0,0,0,90,50,1,0,0,0,0,0,0,0,0,0,0,1000,6
187472,0,1,0,0,0,3476,0,0,1,0,0,0,0,0,219,14,0,0,0,0,0,1,216,1,0,0,0,250,4,0,0,1,0,0,0,0,0,0,0,0,300,3
187508,0,0,1,0,0,3386,0,0,1,0,0,0,0,0,148,23,0,0,0,0,0,1,146,1,0,0,0,90,70,1,0,0,0,0,0,0,0,0,0,0,1000,1
187556,0,1,0,0,0,1458,0,0,1,0,0,0,0,0,254,9,0,0,0,0,0,1,253,1,0,0,0,250,5,0,0,1,0,0,0,0,0,0,0,0,250,1
187588,1,0,0,0,0,2259,0,0,1,0,0,0,0,0,219,1,0,0,0,0,0,1,216,0,0,0,1,250,0,0,0,0,0,0,0,0,0,0,0,1,250,5
187595,0,0,0,0,1,2997,0,0,0,0,0,0,1,0,232,15,1,0,0,0,0,0,216,0,0,0,1,50,167,0,0,0,0,0,1,0,0,0,0,0,320,4
187607,0,1,0,0,0,1458,1,0,0,0,0,0,0,0,310,20,0,0,0,0,0,1,308,1,0,0,0,60,5,0,1,0,0,0,0,0,0,0,0,0,468,1
187675,1,0,0,0,0,1458,1,0,0,0,0,0,0,0,86,22,0,0,0,0,0,1,80,0,1,0,0,90,0,0,1,0,0,0,0,0,0,0,0,0,728,6
188015,0,0,1,0,0,3476,0,0,1,0,0,0,0,0,101,7,0,0,0,0,0,1,94,1,0,0,0,90,70,1,0,0,0,0,0,0,0,0,0,0,1000,2
188043,0,1,0,0,0,3358,0,0,1,0,0,0,0,0,1,13,0,0,0,0,0,1,1,1,0,0,0,250,8,1,0,0,0,0,0,0,0,0,0,0,300,6
188127,1,0,0,0,0,1458,0,0,1,0,0,0,0,0,320,13,0,0,0,0,0,1,308,0,1,0,0,280,0,0,0,1,0,0,0,0,0,0,0,0,336,4
188276,1,0,0,0,0,3358,0,0,1,0,0,0,0,0,8,12,0,0,0,0,0,1,3,0,1,0,0,280,0,0,0,1,0,0,0,0,0,0,0,0,336,0
188377,1,0,0,0,0,2261,0,1,0,0,0,0,0,0,393,18,0,0,0,0,0,1,393,0,0,0,1,90,0,0,0,0,0,0,0,0,0,0,0,1,950,3
188427,1,0,0,0,0,1458,0,0,1,0,0,0,0,0,95,17,0,0,0,0,0,1,94,0,1,0,0,280,0,0,0,1,0,0,0,0,0,0,0,0,336,3
188461,1,0,0,0,0,3358,1,0,0,0,0,0,0,0,255,22,0,0,0,0,0,1,253,0,1,0,0,250,0,0,0,1,0,0,0,0,0,0,0,0,300,3
188511,1,0,0,0,0,3476,0,0,1,0,0,0,0,0,171,0,0,0,0,0,0,1,164,0,1,0,0,250,0,0,1,0,0,0,0,0,0,0,0,0,300,2
188561,0,1,0,0,0,3427,0,0,1,0,0,0,0,0,346,16,0,0,0,0,0,1,344,1,0,0,0,90,59,1,0,0,0,0,0,0,0,0,0,0,728,6
188580,0,1,0,0,0,3427,0,0,1,0,0,0,0,0,248,13,0,0,0,0,0,1,238,1,0,0,0,250,5,0,1,0,0,0,0,0,0,0,0,0,300,0
188612,0,0,1,0,0,2821,0,0,1,0,0,0,0,0,304,9,0,0,0,0,0,1,298,0,0,0,1,90,20,0,0,0,0,0,0,0,1,0,0,0,1000,1
188619,0,1,0,0,0,3386,0,0,1,0,0,0,0,0,184,21,0,0,0,0,0,1,183,1,0,0,0,250,5,0,0,1,0,0,0,0,0,0,0,0,300,1
188750,1,0,0,0,0,1458,0,0,1,0,0,0,0,0,2,15,0,0,0,0,0,1,2,0,1,0,0,280,0,1,0,0,0,0,0,0,0,0,0,0,336,6
188854,0,0,1,0,0,1458,0,0,1,0,0,0,0,0,26,14,0,0,0,0,0,1,15,1,0,0,0,90,50,1,0,0,0,0,0,0,0,0,0,0,1000,5
188928,0,0,1,0,0,3358,1,0,0,0,0,0,0,0,66,14,0,0,0,0,0,1,65,1,0,0,0,90,70,1,0,0,0,0,0,0,0,0,0,0,1000,5
188944,1,0,0,0,0,3358,0,0,1,0,0,0,0,0,224,0,0,0,0,0,0,1,216,0,1,0,0,250,0,0,1,0,0,0,0,0,0,0,0,0,300,5
189010,1,0,0,0,0,1458,1,0,0,0,0,0,0,0,172,15,0,0,0,0,0,1,164,0,1,0,0,280,0,0,0,1,0,0,0,0,0,0,0,0,336,0
189022,0,0,1,0,0,3476,0,0,1,0,0,0,0,0,79,17,0,0,0,0,0,1,79,1,0,0,0,250,50,1,0,0,0,0,0,0,0,0,0,0,300,3
189036,0,1,0,0,0,3427,0,0,1,0,0,0,0,0,221,17,0,0,0,0,0,1,216,1,0,0,0,90,5,0,1,0,0,0,0,0,0,0,0,0,728,6
189150,0,1,0,0,0,3386,0,0,1,0,0,0,0,0,155,18,0,0,0,0,0,1,146,1,0,0,0,200,5,0,0,1,0,0,0,0,0,0,0,0,200,6
189266,0,1,0,0,0,2259,1,0,0,0,0,0,0,0,217,12,0,0,0,0,0,1,216,0,0,0,1,60,188,0,0,0,0,0,0,0,0,1,0,0,468,0
189345,1,0,0,0,0,3358,0,0,1,0,0,0,0,0,187,0,0,0,0,0,0,1,183,0,1,0,0,250,0,0,0,1,0,0,0,0,0,0,0,0,300,5
189350,1,0,0,0,0,2261,0,0,1,0,0,0,0,0,286,0,0,0,0,0,0,1,276,0,0,0,1,200,0,0,0,0,0,0,1,0,0,0,0,0,200,5
189369,1,0,0,0,0,3358,1,0,0,0,0,0,0,0,222,22,0,0,0,0,0,1,216,0,1,0,0,250,0,1,0,0,0,0,0,0,0,0,0,0,300,3
189433,1,0,0,0,0,2259,1,0,0,0,0,0,0,0,222,11,0,0,0,0,0,1,216,0,0,0,1,90,0,0,0,0,0,0,0,0,1,0,0,0,950,6
189553,0,1,0,0,0,3358,0,0,1,0,0,0,0,0,297,18,0,0,0,0,0,1,276,1,0,0,0,250,67,1,0,0,0,0,0,0,0,0,0,0,300,6
189576,0,1,0,0,0,3427,0,0,1,0,0,0,0,0,153,23,0,0,0,0,0,1,146,1,0,0,0,250,8,1,0,0,0,0,0,0,0,0,0,0,300,5
189582,1,0,0,0,0,3386,1,0,0,0,0,0,0,0,219,23,0,0,0,0,0,1,216,0,1,0,0,250,0,1,0,0,0,0,0,0,0,0,0,0,300,3
189638,0,1,0,0,0,1458,0,0,1,0,0,0,0,0,128,5,0,0,0,0,0,1,124,1,0,0,0,600,5,0,0,1,0,0,0,0,0,0,0,0,160,0
189666,0,0,0,1,0,2821,1,0,0,0,0,0,0,0,334,20,0,0,0,0,0,1,333,0,0,0,1,90,0,0,0,0,0,0,1,0,0,0,0,0,960,0
189691,0,0,1,0,0,3386,0,0,1,0,0,0,0,0,156,11,0,0,0,0,0,1,146,1,0,0,0,90,80,1,0,0,0,0,0,0,0,0,0,0,1000,6
189696,0,0,1,0,0,3386,0,0,1,0,0,0,0,0,165,23,0,0,0,0,0,1,164,1,0,0,0,90,50,1,0,0,0,0,0,0,0,0,0,0,1000,0
189747,0,0,1,0,0,1458,0,0,1,0,0,0,0,0,82,13,0,0,0,0,0,1,80,1,0,0,0,250,50,1,0,0,0,0,0,0,0,0,0,0,300,3
189749,0,0,1,0,0,1458,1,0,0,0,0,0,0,0,77,17,0,0,0,0,0,1,65,1,0,0,0,90,80,1,0,0,0,0,0,0,0,0,0,0,1000,2
189796,1,0,0,0,0,1458,0,0,1,0,0,0,0,0,79,12,0,0,0,0,0,1,79,0,1,0,0,280,0,0,0,1,0,0,0,0,0,0,0,0,336,6
190021,0,1,0,0,0,3427,1,0,0,0,0,0,0,0,85,11,0,0,0,0,0,1,80,1,0,0,0,90,5,0,1,0,0,0,0,0,0,0,0,0,728,0
190110,0,0,1,0,0,1458,0,0,1,0,0,0,0,0,219,5,0,0,0,0,0,1,216,1,0,0,0,90,50,1,0,0,0,0,0,0,0,0,0,0,960,4
190130,0,0,1,0,0,3386,0,0,1,0,0,0,0,0,227,18,0,0,0,0,0,1,216,1,0,0,0,90,70,1,0,0,0,0,0,0,0,0,0,0,1000,4
190179,0,1,0,0,0,3386,0,0,1,0,0,0,0,0,40,18,0,0,0,0,0,1,40,1,0,0,0,60,5,0,1,0,0,0,0,0,0,0,0,0,468,2
190180,1,0,0,0,0,1458,1,0,0,0,0,0,0,0,107,19,0,0,0,0,0,1,106,0,1,0,0,600,0,0,0,1,0,0,0,0,0,0,0,0,160,3
190238,0,1,0,0,0,1458,0,0,1,0,0,0,0,0,228,9,0,0,0,0,0,1,216,1,0,0,0,90,5,0,0,1,0,0,0,0,0,0,0,0,728,5
190529,0,0,1,0,0,3427,1,0,0,0,0,0,0,0,145,17,0,0,0,0,0,1,134,1,0,0,0,90,70,1,0,0,0,0,0,0,0,0,0,0,1000,5
190548,0,0,0,1,0,2821,1,0,0,0,0,0,0,0,345,19,0,0,0,0,0,1,344,0,0,0,1,90,0,0,0,0,0,0,1,0,0,0,0,0,960,0
190557,1,0,0,0,0,2259,0,0,1,0,0,0,0,0,227,14,0,0,0,0,0,1,216,0,0,0,1,250,0,0,0,0,0,0,0,0,1,0,0,0,300,5
190570,0,1,0,0,0,1458,0,0,1,0,0,0,0,0,219,18,0,0,0,0,0,1,216,1,0,0,0,60,25,1,0,0,0,0,0,0,0,0,0,0,468,2
190718,0,0,1,0,0,2259,0,0,1,0,0,0,0,0,219,13,0,0,0,0,0,1,216,0,0,0,1,90,70,0,0,0,0,0,0,0,1,0,0,0,1000,0
190720,0,0,1,0,0,2821,0,0,1,0,0,0,0,0,217,10,0,0,0,0,0,1,216,0,0,0,1,90,70,0,0,0,0,0,0,0,1,0,0,0,1000,1
190782,0,1,0,0,0,3427,1,0,0,0,0,0,0,0,116,18,0,0,0,0,0,1,106,1,0,0,0,250,133,1,0,0,0,0,0,0,0,0,0,0,300,5
190783,0,0,1,0,0,3386,1,0,0,0,0,0,0,0,102,12,0,0,0,0,0,1,94,1,0,0,0,90,50,1,0,0,0,0,0,0,0,0,0,0,1000,3
190798,0,0,1,0,0,3476,1,0,0,0,0,0,0,0,135,12,0,0,0,0,0,1,134,1,0,0,0,90,80,1,0,0,0,0,0,0,0,0,0,0,1000,2
190885,0,0,1,0,0,3386,0,0,1,0,0,0,0,0,275,11,0,0,0,0,0,1,275,1,0,0,0,90,20,1,0,0,0,0,0,0,0,0,0,0,728,4
190926,0,0,0,1,0,2821,1,0,0,0,0,0,0,0,109,18,0,0,0,0,0,1,106,0,0,0,1,90,30,0,0,0,0,0,1,0,0,0,0,0,960,0
190977,0,0,1,0,0,3476,1,0,0,0,0,0,0,0,219,13,0,0,0,0,0,1,216,1,0,0,0,90,20,1,0,0,0,0,0,0,0,0,0,0,1000,3
191048,0,0,1,0,0,2821,1,0,0,0,0,0,0,0,232,23,0,0,0,0,0,1,216,0,0,0,1,90,10,0,0,0,0,0,0,0,1,0,0,0,1000,0
191127,1,0,0,0,0,1458,0,0,1,0,0,0,0,0,95,13,0,0,0,0,0,1,94,0,1,0,0,600,0,0,0,1,0,0,0,0,0,0,0,0,160,1
191258,0,0,1,0,0,3427,0,0,1,0,0,0,0,0,185,21,0,0,0,0,0,1,183,1,0,0,0,90,31,1,0,0,0,0,0,0,0,0,0,0,1000,5
191409,1,0,0,0,0,3386,0,0,0,0,0,0,1,0,79,0,1,0,0,0,0,0,79,0,1,0,0,250,0,0,0,1,0,0,0,0,0,0,0,0,300,0
191441,0,1,0,0,0,3476,1,0,0,0,0,0,0,0,51,17,0,0,0,0,0,1,40,1,0,0,0,250,39,0,0,1,0,0,0,0,0,0,0,0,250,3
191622,0,0,1,0,0,3427,0,0,1,0,0,0,0,0,110,11,0,0,0,0,0,1,106,1,0,0,0,90,20,1,0,0,0,0,0,0,0,0,0,0,1000,0
191736,0,0,1,0,0,3476,0,0,1,0,0,0,0,0,97,3,0,0,0,0,0,1,94,1,0,0,0,250,31,1,0,0,0,0,0,0,0,0,0,0,300,5
191881,0,0,1,0,0,3358,0,0,1,0,0,0,0,0,136,22,0,0,0,0,0,1,134,1,0,0,0,90,50,1,0,0,0,0,0,0,0,0,0,0,1000,3
191948,0,0,1,0,0,3427,0,0,1,0,0,0,0,0,202,14,0,0,0,0,0,1,201,1,0,0,0,90,80,1,0,0,0,0,0,0,0,0,0,0,1000,2
191960,1,0,0,0,0,1458,0,0,1,0,0,0,0,0,26,0,0,0,0,0,0,1,15,0,1,0,0,600,0,0,0,1,0,0,0,0,0,0,0,0,160,1
192063,0,0,1,0,0,3427,0,0,1,0,0,0,0,0,334,17,0,0,0,0,0,1,333,1,0,0,0,90,50,1,0,0,0,0,0,0,0,0,0,0,960,6
192207,0,0,1,0,0,3476,0,0,1,0,0,0,0,0,2,11,0,0,0,0,0,1,2,1,0,0,0,90,70,1,0,0,0,0,0,0,0,0,0,0,1000,4
192241,1,0,0,0,0,1458,0,0,1,0,0,0,0,0,24,14,0,0,0,0,0,1,15,0,1,0,0,600,0,0,0,1,0,0,0,0,0,0,0,0,160,4
192356,0,1,0,0,0,1458,1,0,0,0,0,0,0,0,221,18,0,0,0,0,0,1,216,1,0,0,0,280,5,0,0,1,0,0,0,0,0,0,0,0,336,4
192434,1,0,0,0,0,3358,1,0,0,0,0,0,0,0,254,18,0,0,0,0,0,1,253,0,1,0,0,250,0,0,0,1,0,0,0,0,0,0,0,0,300,0
192566,0,1,0,0,0,3386,0,0,1,0,0,0,0,0,156,21,0,0,0,0,0,1,146,1,0,0,0,90,5,0,1,0,0,0,0,0,0,0,0,0,728,3
192604,0,0,1,0,0,3427,1,0,0,0,0,0,0,0,2,19,0,0,0,0,0,1,2,1,0,0,0,90,31,1,0,0,0,0,0,0,0,0,0,0,1000,0
192628,0,0,1,0,0,1458,0,0,1,0,0,0,0,0,147,12,0,0,0,0,0,1,146,1,0,0,0,90,80,1,0,0,0,0,0,0,0,0,0,0,1000,2
192639,0,1,0,0,0,3476,1,0,0,0,0,0,0,0,309,20,0,0,0,0,0,1,308,1,0,0,0,200,4,1,0,0,0,0,0,0,0,0,0,0,200,1
192708,0,0,1,0,0,2821,0,0,1,0,0,0,0,0,125,21,0,0,0,0,0,1,124,0,0,0,1,90,20,0,0,0,0,0,0,0,1,0,0,0,728,0
192748,1,0,0,0,0,2261,1,0,0,0,0,0,0,0,201,11,0,0,0,0,0,1,201,0,0,0,1,200,0,0,0,0,0,0,0,0,0,0,0,1,200,4
192807,0,1,0,0,0,1458,0,0,1,0,0,0,0,0,161,22,0,0,0,0,0,1,146,1,0,0,0,90,5,0,1,0,0,0,0,0,0,0,0,0,728,3
192814,0,0,1,0,0,3427,0,0,1,0,0,0,0,0,96,11,0,0,0,0,0,1,94,1,0,0,0,90,50,1,0,0,0,0,0,0,0,0,0,0,960,6
192872,0,0,0,1,0,2821,1,0,0,0,0,0,0,0,160,19,0,0,0,0,0,1,146,0,0,0,1,90,30,0,0,0,0,0,1,0,0,0,0,0,960,0
192887,0,0,0,0,1,2997,0,0,0,0,0,0,1,0,184,21,1,0,0,0,0,0,183,0,0,0,1,50,45,0,0,0,0,0,1,0,0,0,0,0,320,5
192925,0,1,0,0,0,2259,1,0,0,0,0,0,0,0,219,19,0,0,0,0,0,1,216,0,0,0,1,200,5,0,0,0,0,0,0,0,0,1,0,0,200,1
192945,0,0,1,0,0,3386,0,0,1,0,0,0,0,0,146,19,0,0,0,0,0,1,146,1,0,0,0,250,50,1,0,0,0,0,0,0,0,0,0,0,300,0
193023,1,0,0,0,0,3427,0,0,1,0,0,0,0,0,143,7,0,0,0,0,0,1,134,0,1,0,0,250,0,0,0,1,0,0,0,0,0,0,0,0,300,3
193086,1,0,0,0,0,3386,0,0,0,0,0,0,1,0,97,3,1,0,0,0,0,0,94,0,0,1,0,250,0,0,1,0,0,0,0,0,0,0,0,0,300,6
193209,0,0,1,0,0,3386,0,0,1,0,0,0,0,0,131,20,0,0,0,0,0,1,124,1,0,0,0,250,80,1,0,0,0,0,0,0,0,0,0,0,300,1
193252,0,0,1,0,0,1458,0,0,1,0,0,0,0,0,393,0,0,0,0,0,0,1,393,1,0,0,0,90,20,1,0,0,0,0,0,0,0,0,0,0,960,5
193273,1,0,0,0,0,3476,0,0,1,0,0,0,0,0,0,22,0,0,0,0,0,1,0,0,1,0,0,250,0,0,0,1,0,0,0,0,0,0,0,0,300,0
193283,0,0,1,0,0,2261,1,0,0,0,0,0,0,0,73,6,0,0,0,0,0,1,65,0,0,0,1,250,20,0,0,0,0,0,0,0,1,0,0,0,300,4
193309,0,0,1,0,0,2821,1,0,0,0,0,0,0,0,42,13,0,0,0,0,0,1,40,0,0,0,1,90,70,0,0,0,0,0,0,0,1,0,0,0,1000,1
193314,0,0,1,0,0,1458,0,0,1,0,0,0,0,0,0,14,0,0,0,0,0,1,0,1,0,0,0,250,80,1,0,0,0,0,0,0,0,0,0,0,300,2
193349,0,0,1,0,0,3386,0,0,1,0,0,0,0,0,100,9,0,0,0,0,0,1,94,1,0,0,0,250,80,1,0,0,0,0,0,0,0,0,0,0,300,1
193360,0,0,1,0,0,3386,1,0,0,0,0,0,0,0,375,11,0,0,0,0,0,1,374,1,0,0,0,90,50,1,0,0,0,0,0,0,0,0,0,0,960,0
193489,0,0,1,0,0,3358,1,0,0,0,0,0,0,0,283,23,0,0,0,0,0,1,276,1,0,0,0,90,31,1,0,0,0,0,0,0,0,0,0,0,1000,3
193582,1,0,0,0,0,3427,0,0,0,0,0,1,0,0,289,18,0,0,0,0,0,1,276,0,1,0,0,250,0,1,0,0,0,0,0,0,0,0,0,0,300,5
193774,0,0,1,0,0,3386,0,0,1,0,0,0,0,0,345,19,0,0,0,0,0,1,344,1,0,0,0,90,50,1,0,0,0,0,0,0,0,0,0,0,960,0
193833,0,0,0,0,1,2997,0,0,0,0,0,0,1,0,254,16,1,0,0,0,0,0,253,0,0,0,1,50,65,0,0,0,0,0,1,0,0,0,0,0,320,3
193915,0,0,1,0,0,3476,0,0,1,0,0,0,0,0,8,14,0,0,0,0,0,1,3,1,0,0,0,250,50,1,0,0,0,0,0,0,0,0,0,0,300,4
193916,1,0,0,0,0,3476,0,0,1,0,0,0,0,0,229,9,0,0,0,0,0,1,216,0,1,0,0,280,0,0,0,1,0,0,0,0,0,0,0,0,336,5
193949,1,0,0,0,0,3476,0,0,1,0,0,0,0,0,379,16,0,0,0,0,0,1,374,0,1,0,0,90,0,0,0,1,0,0,0,0,0,0,0,0,728,4
194005,0,0,1,0,0,3476,0,0,1,0,0,0,0,0,81,16,0,0,0,0,0,1,80,1,0,0,0,90,20,1,0,0,0,0,0,0,0,0,0,0,960,0
194167,0,1,0,0,0,3386,0,0,1,0,0,0,0,0,353,21,0,0,0,0,0,1,344,1,0,0,0,250,5,0,0,1,0,0,0,0,0,0,0,0,250,1
194191,0,1,0,0,0,1458,0,0,1,0,0,0,0,0,12,19,0,0,0,0,0,1,3,1,0,0,0,250,5,0,0,1,0,0,0,0,0,0,0,0,250,2
194198,1,0,0,0,0,1458,1,0,0,0,0,0,0,0,67,9,0,0,0,0,0,1,65,0,1,0,0,600,0,0,0,1,0,0,0,0,0,0,0,0,160,1
194235,0,0,1,0,0,2821,0,0,1,0,0,0,0,0,221,23,0,0,0,0,0,1,216,0,0,0,1,250,50,0,0,0,0,0,0,0,1,0,0,0,300,0
194249,1,0,0,0,0,3476,1,0,0,0,0,0,0,0,79,17,0,0,0,0,0,1,79,0,1,0,0,90,0,0,1,0,0,0,0,0,0,0,0,0,950,2
194360,1,0,0,0,0,3427,0,0,1,0,0,0,0,0,97,20,0,0,0,0,0,1,94,0,1,0,0,250,0,0,0,1,0,0,0,0,0,0,0,0,300,0
194427,1,0,0,0,0,1458,1,0,0,0,0,0,0,0,147,22,0,0,0,0,0,1,146,0,1,0,0,90,0,0,0,1,0,0,0,0,0,0,0,0,728,5
194460,1,0,0,0,0,3427,1,0,0,0,0,0,0,0,2,16,0,0,0,0,0,1,2,0,1,0,0,250,0,1,0,0,0,0,0,0,0,0,0,0,300,5
194504,0,0,0,1,0,2821,0,0,1,0,0,0,0,0,22,8,0,0,0,0,0,1,15,0,0,0,1,90,30,0,0,0,0,0,1,0,0,0,0,0,960,1
194609,1,0,0,0,0,3358,0,0,1,0,0,0,0,0,175,0,0,0,0,0,0,1,164,0,1,0,0,250,0,0,0,1,0,0,0,0,0,0,0,0,300,5
194638,1,0,0,0,0,3476,1,0,0,0,0,0,0,0,282,10,0,0,0,0,0,1,276,0,1,0,0,250,0,0,0,1,0,0,0,0,0,0,0,0,300,4
194676,0,1,0,0,0,3386,0,0,1,0,0,0,0,0,275,4,0,0,0,0,0,1,275,1,0,0,0,250,5,0,1,0,0,0,0,0,0,0,0,0,250,6
194758,0,1,0,0,0,3427,1,0,0,0,0,0,0,0,129,0,0,0,0,0,0,1,124,1,0,0,0,90,5,0,0,1,0,0,0,0,0,0,0,0,728,3
194816,0,0,1,0,0,3476,0,0,1,0,0,0,0,0,62,5,0,0,0,0,0,1,55,1,0,0,0,90,40,1,0,0,0,0,0,0,0,0,0,0,1000,0
