adexchange_1,adexchange_2,adexchange_3,adexchange_4,adexchange_null,advertiser,browser_chrome,browser_firefox,browser_ie,browser_maxthon,browser_opera,browser_other,browser_safari,browser_theworld,city,click,hour,os_android,os_ios,os_linux,os_mac,os_other,os_windows,region,slotformat_0,slotformat_1,slotformat_5,slotformat_Na,slotheight,slotprice,slotvisibility_0,slotvisibility_1,slotvisibility_2,slotvisibility_255,slotvisibility_FifthView,slotvisibility_FirstView,slotvisibility_FourthView,slotvisibility_Na,slotvisibility_OtherView,slotvisibility_SecondView,slotvisibility_ThirdView,slotwidth,weekday
0,0,1,0,0,1458,0,0,1,0,0,0,0,0,107,0,19,0,0,0,0,0,1,106,1,0,0,0,90,70,1,0,0,0,0,0,0,0,0,0,0,1000,6
0,1,0,0,0,3427,0,0,1,0,0,0,0,0,2,0,8,0,0,0,0,0,1,2,1,0,0,0,600,4,1,0,0,0,0,0,0,0,0,0,0,120,3
0,0,1,0,0,3427,1,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,1,80,1,0,0,0,90,50,1,0,0,0,0,0,0,0,0,0,0,1000,1
0,0,1,0,0,3476,0,0,1,0,0,0,0,0,104,0,11,0,0,0,0,0,1,94,1,0,0,0,250,31,1,0,0,0,0,0,0,0,0,0,0,300,3
0,0,1,0,0,3386,0,0,0,0,0,0,0,1,101,0,19,0,0,0,0,0,1,94,1,0,0,0,90,70,1,0,0,0,0,0,0,0,0,0,0,1000,1
0,1,0,0,0,3476,0,0,0,0,0,0,0,1,97,0,12,0,0,0,0,0,1,94,1,0,0,0,250,5,0,0,1,0,0,0,0,0,0,0,0,300,4
0,1,0,0,0,3386,1,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,1,1,1,0,0,0,200,5,0,1,0,0,0,0,0,0,0,0,0,200,1
0,0,0,1,0,2821,0,0,1,0,0,0,0,0,211,0,14,0,0,0,0,0,1,201,0,0,0,1,90,0,0,0,0,0,0,1,0,0,0,0,0,960,1
0,0,1,0,0,3476,1,0,0,0,0,0,0,0,192,0,12,0,0,0,0,0,1,183,1,0,0,0,90,20,1,0,0,0,0,0,0,0,0,0,0,1000,0
0,1,0,0,0,3427,0,0,0,0,0,1,0,0,167,0,19,0,0,0,0,0,1,164,1,0,0,0,90,5,0,1,0,0,0,0,0,0,0,0,0,728,6
0,1,0,0,0,3386,0,0,1,0,0,0,0,0,297,0,14,0,0,0,0,0,1,276,1,0,0,0,250,4,1,0,0,0,0,0,0,0,0,0,0,250,5
1,0,0,0,0,3358,1,0,0,0,0,0,0,0,151,0,19,0,0,0,0,0,1,146,0,1,0,0,250,0,1,0,0,0,0,0,0,0,0,0,0,300,6
1,0,0,0,0,1458,0,0,1,0,0,0,0,0,190,1,9,0,0,0,0,0,1,183,0,1,0,0,280,0,0,0,1,0,0,0,0,0,0,0,0,336,6
0,0,1,0,0,3386,1,0,0,0,0,0,0,0,138,0,23,0,0,0,0,0,1,134,1,0,0,0,250,50,1,0,0,0,0,0,0,0,0,0,0,300,6
0,0,1,0,0,3427,0,0,1,0,0,0,0,0,222,0,20,0,0,0,0,0,1,216,1,0,0,0,90,20,1,0,0,0,0,0,0,0,0,0,0,1000,1
0,0,1,0,0,3427,0,0,1,0,0,0,0,0,108,0,12,0,0,0,0,0,1,106,1,0,0,0,90,70,1,0,0,0,0,0,0,0,0,0,0,1000,2
0,0,1,0,0,2821,0,0,1,0,0,0,0,0,0,0,18,0,0,0,0,0,1,0,0,0,0,1,90,20,0,0,0,0,0,0,0,1,0,0,0,728,0
0,0,1,0,0,3476,1,0,0,0,0,0,0,0,5,0,23,0,0,0,0,0,1,3,1,0,0,0,90,20,1,0,0,0,0,0,0,0,0,0,0,960,0
0,1,0,0,0,3386,1,0,0,0,0,0,0,0,141,0,11,0,0,0,0,0,1,134,1,0,0,0,250,62,1,0,0,0,0,0,0,0,0,0,0,300,4
0,0,1,0,0,3386,0,0,1,0,0,0,0,0,160,0,20,0,0,0,0,0,1,146,1,0,0,0,90,20,1,0,0,0,0,0,0,0,0,0,0,1000,0
1,0,0,0,0,1458,0,0,1,0,0,0,0,0,316,0,15,0,0,0,0,0,1,308,0,1,0,0,90,0,0,1,0,0,0,0,0,0,0,0,0,728,3
0,0,1,0,0,3476,0,0,1,0,0,0,0,0,36,0,19,0,0,0,0,0,1,27,1,0,0,0,250,50,1,0,0,0,0,0,0,0,0,0,0,300,2
1,0,0,0,0,1458,0,0,1,0,0,0,0,0,246,0,11,0,0,0,0,0,1,238,0,1,0,0,600,0,0,0,1,0,0,0,0,0,0,0,0,160,1
0,1,0,0,0,1458,0,0,1,0,0,0,0,0,156,0,14,0,0,0,0,0,1,146,1,0,0,0,60,5,0,0,1,0,0,0,0,0,0,0,0,468,2
0,0,1,0,0,2821,0,0,1,0,0,0,0,0,66,0,10,0,0,0,0,0,1,65,0,0,0,1,250,80,0,0,0,0,0,0,0,1,0,0,0,300,1
0,0,1,0,0,3358,0,0,1,0,0,0,0,0,352,0,13,0,0,0,0,0,1,344,1,0,0,0,90,70,1,0,0,0,0,0,0,0,0,0,0,1000,4
0,0,1,0,0,1458,1,0,0,0,0,0,0,0,85,0,14,0,0,0,0,0,1,80,1,0,0,0,90,80,1,0,0,0,0,0,0,0,0,0,0,1000,4
1,0,0,0,0,1458,0,0,1,0,0,0,0,0,137,0,23,0,0,0,0,0,1,134,0,1,0,0,280,0,0,0,1,0,0,0,0,0,0,0,0,336,1
0,1,0,0,0,3476,1,0,0,0,0,0,0,0,249,0,18,0,0,0,0,0,1,238,1,0,0,0,280,5,0,0,1,0,0,0,0,0,0,0,0,336,0
1,0,0,0,0,3358,1,0,0,0,0,0,0,0,145,0,22,0,0,0,0,0,1,134,0,1,0,0,250,0,1,0,0,0,0,0,0,0,0,0,0,300,3
0,0,1,0,0,3476,1,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,1,80,1,0,0,0,90,70,1,0,0,0,0,0,0,0,0,0,0,1000,2
0,0,1,0,0,1458,1,0,0,0,0,0,0,0,154,0,12,0,0,0,0,0,1,146,1,0,0,0,90,31,1,0,0,0,0,0,0,0,0,0,0,1000,0
1,0,0,0,0,3358,0,0,1,0,0,0,0,0,138,0,17,0,0,0,0,0,1,134,0,1,0,0,280,0,0,0,1,0,0,0,0,0,0,0,0,336,2
0,1,0,0,0,3358,1,0,0,0,0,0,0,0,217,0,22,0,0,0,0,0,1,216,1,0,0,0,600,5,0,0,1,0,0,0,0,0,0,0,0,160,3
1,0,0,0,0,3358,0,0,1,0,0,0,0,0,277,0,22,0,0,0,0,0,1,276,0,1,0,0,280,0,0,0,1,0,0,0,0,0,0,0,0,336,3
0,0,0,1,0,2821,1,0,0,0,0,0,0,0,168,0,11,0,0,0,0,0,1,164,0,0,0,1,250,30,0,0,0,0,0,0,0,0,0,1,0,300,1
1,0,0,0,0,3476,0,0,1,0,0,0,0,0,97,0,21,0,0,0,0,0,1,94,0,1,0,0,280,0,0,0,1,0,0,0,0,0,0,0,0,336,2
0,0,1,0,0,3386,0,0,1,0,0,0,0,0,224,0,5,0,0,0,0,0,1,216,1,0,0,0,90,20,1,0,0,0,0,0,0,0,0,0,0,728,6
0,1,0,0,0,3476,0,0,1,0,0,0,0,0,184,0,18,0,0,0,0,0,1,183,1,0,0,0,90,5,0,0,1,0,0,0,0,0,0,0,0,728,1
0,0,1,0,0,3386,0,0,1,0,0,0,0,0,83,0,16,0,0,0,0,0,1,80,1,0,0,0,90,80,1,0,0,0,0,0,0,0,0,0,0,1000,5
0,0,1,0,0,2259,0,0,1,0,0,0,0,0,219,0,5,0,0,0,0,0,1,216,0,0,0,1,60,70,0,0,0,0,0,0,0,1,0,0,0,960,6
0,1,0,0,0,3427,1,0,0,0,0,0,0,0,217,0,19,0,0,0,0,0,1,216,1,0,0,0,200,4,1,0,0,0,0,0,0,0,0,0,0,200,6
0,0,1,0,0,2261,0,0,1,0,0,0,0,0,240,0,15,0,0,0,0,0,1,238,0,0,0,1,240,20,0,0,0,0,0,0,0,1,0,0,0,120,6
0,0,1,0,0,1458,0,0,1,0,0,0,0,0,19,0,17,0,0,0,0,0,1,15,1,0,0,0,90,50,1,0,0,0,0,0,0,0,0,0,0,1000,3
0,0,0,1,0,2821,0,0,1,0,0,0,0,0,1,0,12,0,0,0,0,0,1,1,0,0,0,1,90,0,0,0,0,0,0,1,0,0,0,0,0,960,1
0,0,1,0,0,3386,0,0,1,0,0,0,0,0,48,0,17,0,0,0,0,0,1,40,1,0,0,0,90,70,1,0,0,0,0,0,0,0,0,0,0,1000,3
0,1,0,0,0,1458,0,0,1,0,0,0,0,0,219,0,10,0,0,0,0,0,1,216,1,0,0,0,280,4,0,0,1,0,0,0,0,0,0,0,0,336,6
1,0,0,0,0,1458,0,0,1,0,0,0,0,0,126,0,20,0,0,0,0,0,1,124,0,1,0,0,90,0,0,0,1,0,0,0,0,0,0,0,0,728,1
0,0,1,0,0,1458,0,0,1,0,0,0,0,0,17,0,7,0,0,0,0,0,1,15,1,0,0,0,90,70,1,0,0,0,0,0,0,0,0,0,0,1000,5
0,0,1,0,0,3386,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,90,20,1,0,0,0,0,0,0,0,0,0,0,728,6
0,1,0,0,0,3476,1,0,0,0,0,0,0,0,220,0,12,0,0,0,0,0,1,216,1,0,0,0,250,5,0,1,0,0,0,0,0,0,0,0,0,300,3
0,1,0,0,0,3476,1,0,0,0,0,0,0,0,297,0,11,0,0,0,0,0,1,276,1,0,0,0,600,162,1,0,0,0,0,0,0,0,0,0,0,160,6
0,0,0,1,0,2821,1,0,0,0,0,0,0,0,179,0,21,0,0,0,0,0,1,164,0,0,0,1,90,30,0,0,0,0,0,1,0,0,0,0,0,960,0
0,0,1,0,0,2821,0,0,0,0,0,0,0,1,193,0,6,0,0,0,0,0,1,183,0,0,0,1,90,20,0,0,0,0,0,0,0,1,0,0,0,960,2
1,0,0,0,0,1458,0,0,1,0,0,0,0,0,85,0,0,0,0,0,0,0,1,80,0,1,0,0,280,0,0,0,1,0,0,0,0,0,0,0,0,336,6
1,0,0,0,0,3358,1,0,0,0,0,0,0,0,167,0,22,0,0,0,0,0,1,164,0,1,0,0,250,0,1,0,0,0,0,0,0,0,0,0,0,300,3
0,1,0,0,0,2261,1,0,0,0,0,0,0,0,41,0,15,0,0,0,0,0,1,40,0,0,0,1,90,38,0,0,0,0,0,0,0,0,1,0,0,728,5
0,0,1,0,0,3386,0,0,0,0,0,1,0,0,100,0,5,0,0,0,1,0,0,94,1,0,0,0,90,20,1,0,0,0,0,0,0,0,0,0,0,960,6
0,0,0,1,0,2821,0,0,1,0,0,0,0,0,23,0,12,0,0,0,0,0,1,15,0,0,0,1,250,30,0,0,0,0,0,0,0,0,0,1,0,300,1
1,0,0,0,0,3386,0,0,1,0,0,0,0,0,41,0,0,0,0,0,0,0,1,40,0,1,0,0,250,0,0,1,0,0,0,0,0,0,0,0,0,300,0
0,1,0,0,0,2821,1,0,0,0,0,0,0,0,184,0,12,0,0,0,0,0,1,183,0,0,0,1,90,5,0,0,0,0,0,0,0,0,1,0,0,728,1
0,0,1,0,0,1458,0,0,1,0,0,0,0,0,1,0,17,0,0,0,0,0,1,1,1,0,0,0,90,70,1,0,0,0,0,0,0,0,0,0,0,1000,1
0,1,0,0,0,2261,0,0,1,0,0,0,0,0,156,0,11,0,0,0,0,0,1,146,0,0,0,1,90,5,0,0,0,0,0,0,0,0,1,0,0,728,4
0,1,0,0,0,3358,1,0,0,0,0,0,0,0,95,0,4,0,0,0,0,0,1,94,1,0,0,0,90,148,1,0,0,0,0,0,0,0,0,0,0,728,1
0,0,1,0,0,1458,0,0,1,0,0,0,0,0,17,0,9,0,0,0,0,0,1,15,1,0,0,0,90,70,1,0,0,0,0,0,0,0,0,0,0,1000,1
1,0,0,0,0,3358,1,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,1,55,0,1,0,0,90,0,0,0,0,1,0,0,0,0,0,0,0,950,1
0,1,0,0,0,1458,0,0,1,0,0,0,0,0,293,0,15,0,0,0,0,0,1,276,1,0,0,0,600,140,1,0,0,0,0,0,0,0,0,0,0,160,5
0,0,1,0,0,3386,1,0,0,0,0,0,0,0,66,0,10,0,0,0,0,0,1,65,1,0,0,0,90,70,1,0,0,0,0,0,0,0,0,0,0,1000,3
0,1,0,0,0,3358,0,0,1,0,0,0,0,0,105,0,20,0,0,0,0,0,1,94,1,0,0,0,250,5,0,0,1,0,0,0,0,0,0,0,0,250,0
0,0,1,0,0,3386,0,1,0,0,0,0,0,0,239,0,21,0,0,0,0,0,1,238,1,0,0,0,90,70,1,0,0,0,0,0,0,0,0,0,0,1000,4
1,0,0,0,0,3386,1,0,0,0,0,0,0,0,196,0,0,0,0,0,0,0,1,183,0,1,0,0,250,0,1,0,0,0,0,0,0,0,0,0,0,300,3
0,0,1,0,0,3427,0,0,1,0,0,0,0,0,107,0,3,0,0,0,0,0,1,106,1,0,0,0,90,20,1,0,0,0,0,0,0,0,0,0,0,960,6
1,0,0,0,0,1458,0,0,1,0,0,0,0,0,66,0,10,0,0,0,0,0,1,65,0,1,0,0,280,0,0,0,1,0,0,0,0,0,0,0,0,336,4
0,0,1,0,0,3476,0,0,1,0,0,0,0,0,375,0,11,0,0,0,0,0,1,374,1,0,0,0,90,20,1,0,0,0,0,0,0,0,0,0,0,1000,1
0,0,0,0,1,2997,0,0,0,0,0,0,1,0,88,1,22,1,0,0,0,0,0,80,0,0,0,1,50,32,0,0,0,0,0,1,0,0,0,0,0,320,4
0,1,0,0,0,2259,0,0,1,0,0,0,0,0,219,0,0,0,0,0,0,0,1,216,0,0,0,1,90,5,0,0,0,0,0,0,0,0,1,0,0,728,1
1,0,0,0,0,3386,0,0,1,0,0,0,0,0,87,0,16,0,0,0,0,0,1,80,0,1,0,0,250,0,1,0,0,0,0,0,0,0,0,0,0,300,6
0,1,0,0,0,3427,0,0,1,0,0,0,0,0,81,0,11,0,0,0,0,0,1,80,1,0,0,0,90,5,0,1,0,0,0,0,0,0,0,0,0,728,6
1,0,0,0,0,1458,0,0,1,0,0,0,0,0,7,0,17,0,0,0,0,0,1,3,0,1,0,0,280,0,1,0,0,0,0,0,0,0,0,0,0,336,1
1,0,0,0,0,3427,0,1,0,0,0,0,0,0,393,0,1,0,0,0,0,0,1,393,0,1,0,0,90,0,1,0,0,0,0,0,0,0,0,0,0,950,5
0,1,0,0,0,2259,0,0,1,0,0,0,0,0,219,0,14,0,0,0,0,0,1,216,0,0,0,1,250,5,0,0,0,0,0,0,0,0,1,0,0,300,6
0,1,0,0,0,2259,0,0,1,0,0,0,0,0,223,0,11,0,0,0,0,0,1,216,0,0,0,1,90,31,0,0,0,0,0,0,0,1,0,0,0,728,0
0,1,0,0,0,2261,0,0,1,0,0,0,0,0,277,0,0,0,0,0,0,0,1,276,0,0,0,1,250,50,0,0,0,0,0,0,0,0,1,0,0,300,4
1,0,0,0,0,3386,0,0,1,0,0,0,0,0,28,0,14,0,0,0,0,0,1,27,0,1,0,0,600,0,1,0,0,0,0,0,0,0,0,0,0,160,0
0,1,0,0,0,3358,0,0,1,0,0,0,0,0,1,0,12,0,0,0,0,0,1,1,1,0,0,0,90,59,1,0,0,0,0,0,0,0,0,0,0,728,2
1,0,0,0,0,3386,0,0,1,0,0,0,0,0,233,0,20,0,0,0,0,0,1,216,0,1,0,0,250,0,0,0,1,0,0,0,0,0,0,0,0,300,4
0,1,0,0,0,3386,0,0,1,0,0,0,0,0,285,0,16,0,0,0,0,0,1,276,1,0,0,0,60,5,0,1,0,0,0,0,0,0,0,0,0,468,0
1,0,0,0,0,3358,1,0,0,0,0,0,0,0,1,0,22,0,0,0,0,0,1,1,0,0,1,0,250,0,0,1,0,0,0,0,0,0,0,0,0,300,3
1,0,0,0,0,1458,0,0,0,0,0,0,1,0,275,0,2,0,0,0,1,0,0,275,0,1,0,0,280,0,0,0,1,0,0,0,0,0,0,0,0,336,1
0,0,1,0,0,3476,0,0,1,0,0,0,0,0,91,0,0,0,0,0,0,0,1,80,1,0,0,0,90,50,1,0,0,0,0,0,0,0,0,0,0,1000,1
0,0,1,0,0,2261,0,0,1,0,0,0,0,0,167,0,14,0,0,0,0,0,1,164,0,0,0,1,250,70,0,0,0,0,0,0,0,1,0,0,0,300,4
0,0,1,0,0,3358,1,0,0,0,0,0,0,0,343,0,6,0,0,0,0,0,1,333,1,0,0,0,250,50,1,0,0,0,0,0,0,0,0,0,0,300,5
0,0,1,0,0,3386,0,0,0,0,0,0,0,1,217,0,0,0,0,0,0,0,1,216,1,0,0,0,90,31,1,0,0,0,0,0,0,0,0,0,0,1000,1
0,0,1,0,0,3427,1,0,0,0,0,0,0,0,83,0,19,0,0,0,0,0,1,80,1,0,0,0,90,70,1,0,0,0,0,0,0,0,0,0,0,1000,4
0,1,0,0,0,3386,0,0,1,0,0,0,0,0,120,0,4,0,0,0,0,0,1,106,1,0,0,0,600,5,0,1,0,0,0,0,0,0,0,0,0,160,1
0,1,0,0,0,3358,1,0,0,0,0,0,0,0,337,0,13,0,0,0,0,0,1,333,1,0,0,0,90,5,0,1,0,0,0,0,0,0,0,0,0,728,5
0,0,1,0,0,3427,0,0,1,0,0,0,0,0,41,0,5,0,0,0,0,0,1,40,1,0,0,0,90,80,1,0,0,0,0,0,0,0,0,0,0,1000,6
0,1,0,0,0,3386,0,0,1,0,0,0,0,0,219,0,17,0,0,0,0,0,1,216,1,0,0,0,280,4,0,0,1,0,0,0,0,0,0,0,0,336,0
0,1,0,0,0,1458,0,0,1,0,0,0,0,0,219,0,16,0,0,0,0,0,1,216,1,0,0,0,90,5,0,0,1,0,0,0,0,0,0,0,0,728,6
1,0,0,0,0,1458,1,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,1,0,0,1,0,0,280,0,1,0,0,0,0,0,0,0,0,0,0,336,4
1,0,0,0,0,3427,0,0,1,0,0,0,0,0,168,0,17,0,0,0,0,0,1,164,0,1,0,0,250,0,0,1,0,0,0,0,0,0,0,0,0,300,3
0,1,0,0,0,3386,1,0,0,0,0,0,0,0,82,1,12,0,0,0,0,0,1,80,1,0,0,0,250,4,1,0,0,0,0,0,0,0,0,0,0,300,1
0,0,0,0,1,2997,0,0,0,0,0,0,1,0,97,0,1,1,0,0,0,0,0,94,0,0,0,1,50,180,0,0,0,0,0,1,0,0,0,0,0,320,5
0,0,1,0,0,3386,0,0,1,0,0,0,0,0,70,0,14,0,0,0,0,0,1,65,1,0,0,0,90,31,1,0,0,0,0,0,0,0,0,0,0,1000,6
0,0,1,0,0,3386,0,0,1,0,0,0,0,0,184,0,14,0,0,0,0,0,1,183,1,0,0,0,90,70,1,0,0,0,0,0,0,0,0,0,0,1000,5
1,0,0,0,0,1458,0,0,1,0,0,0,0,0,92,0,23,0,0,0,0,0,1,80,0,1,0,0,600,0,0,0,1,0,0,0,0,0,0,0,0,160,0
0,0,1,0,0,1458,0,0,1,0,0,0,0,0,340,0,10,0,0,0,0,0,1,333,1,0,0,0,90,70,1,0,0,0,0,0,0,0,0,0,0,1000,6
1,0,0,0,0,3427,0,0,1,0,0,0,0,0,41,0,13,0,0,0,0,0,1,40,0,1,0,0,90,0,0,0,1,0,0,0,0,0,0,0,0,950,5
1,0,0,0,0,3476,0,0,1,0,0,0,0,0,121,0,15,0,0,0,0,0,1,106,0,1,0,0,250,0,0,0,1,0,0,0,0,0,0,0,0,300,4
1,0,0,0,0,3386,1,0,0,0,0,0,0,0,107,0,14,0,0,0,0,0,1,106,0,1,0,0,250,0,1,0,0,0,0,0,0,0,0,0,0,300,3
0,0,1,0,0,3386,1,0,0,0,0,0,0,0,97,0,5,0,0,0,0,0,1,94,1,0,0,0,90,20,1,0,0,0,0,0,0,0,0,0,0,728,1
0,1,0,0,0,3386,0,0,1,0,0,0,0,0,57,0,19,0,0,0,0,0,1,55,1,0,0,0,60,5,0,1,0,0,0,0,0,0,0,0,0,468,0
0,1,0,0,0,3427,1,0,0,0,0,0,0,0,376,0,21,0,0,0,0,0,1,374,1,0,0,0,250,5,1,0,0,0,0,0,0,0,0,0,0,300,6
0,1,0,0,0,3427,0,0,1,0,0,0,0,0,126,0,12,0,0,0,0,0,1,124,1,0,0,0,600,5,0,0,1,0,0,0,0,0,0,0,0,160,1
0,1,0,0,0,3386,0,0,1,0,0,0,0,0,172,0,23,0,0,0,0,0,1,164,1,0,0,0,90,59,1,0,0,0,0,0,0,0,0,0,0,728,6
0,0,1,0,0,1458,0,0,1,0,0,0,0,0,31,0,15,0,0,0,0,0,1,27,1,0,0,0,90,70,1,0,0,0,0,0,0,0,0,0,0,1000,5
0,0,1,0,0,3386,0,0,1,0,0,0,0,0,150,0,16,0,0,0,0,0,1,146,1,0,0,0,90,70,1,0,0,0,0,0,0,0,0,0,0,1000,5
1,0,0,0,0,3358,0,0,1,0,0,0,0,0,369,0,0,0,0,0,0,0,1,368,0,1,0,0,90,0,0,1,0,0,0,0,0,0,0,0,0,728,5
0,0,1,0,0,3476,0,0,1,0,0,0,0,0,47,0,19,0,0,0,0,0,1,40,1,0,0,0,90,80,1,0,0,0,0,0,0,0,0,0,0,1000,1
1,0,0,0,0,3358,1,0,0,0,0,0,0,0,234,0,15,0,0,0,0,0,1,216,0,1,0,0,90,0,1,0,0,0,0,0,0,0,0,0,0,950,5
1,0,0,0,0,3427,1,0,0,0,0,0,0,0,2,0,18,0,0,0,0,0,1,2,0,1,0,0,250,0,0,0,1,0,0,0,0,0,0,0,0,300,5
0,1,0,0,0,1458,0,0,1,0,0,0,0,0,156,0,15,0,0,0,0,0,1,146,1,0,0,0,60,5,0,1,0,0,0,0,0,0,0,0,0,468,1
1,0,0,0,0,1458,0,0,1,0,0,0,0,0,233,0,20,0,0,0,0,0,1,216,0,1,0,0,280,0,0,0,1,0,0,0,0,0,0,0,0,336,0
1,0,0,0,0,3476,0,0,1,0,0,0,0,0,42,0,5,0,0,0,0,0,1,40,0,1,0,0,90,0,1,0,0,0,0,0,0,0,0,0,0,950,0
0,0,1,0,0,1458,0,0,1,0,0,0,0,0,125,0,2,0,0,0,0,0,1,124,1,0,0,0,90,50,1,0,0,0,0,0,0,0,0,0,0,960,6
0,0,1,0,0,2261,0,0,1,0,0,0,0,0,227,0,16,0,0,0,0,0,1,216,0,0,0,1,600,20,0,0,0,0,0,0,0,1,0,0,0,180,3
1,0,0,0,0,3358,0,0,1,0,0,0,0,0,318,0,1,0,0,0,0,0,1,308,0,1,0,0,250,0,0,1,0,0,0,0,0,0,0,0,0,300,5
0,0,1,0,0,3476,1,0,0,0,0,0,0,0,87,0,14,0,0,0,0,0,1,80,1,0,0,0,90,50,1,0,0,0,0,0,0,0,0,0,0,960,3
0,1,0,0,0,3358,0,0,1,0,0,0,0,0,85,0,10,0,0,0,0,0,1,80,1,0,0,0,280,5,0,0,1,0,0,0,0,0,0,0,0,336,0
0,1,0,0,0,1458,0,0,1,0,0,0,0,0,281,0,1,0,0,0,0,0,1,276,1,0,0,0,600,5,0,0,1,0,0,0,0,0,0,0,0,160,0
1,0,0,0,0,1458,0,0,1,0,0,0,0,0,275,0,23,0,0,0,0,0,1,275,0,1,0,0,90,0,0,1,0,0,0,0,0,0,0,0,0,728,4
0,1,0,0,0,3427,0,0,1,0,0,0,0,0,79,0,11,0,0,0,0,0,1,79,1,0,0,0,200,4,1,0,0,0,0,0,0,0,0,0,0,200,5
0,1,0,0,0,3386,0,0,1,0,0,0,0,0,82,0,12,0,0,0,0,0,1,80,1,0,0,0,250,5,0,1,0,0,0,0,0,0,0,0,0,300,3
1,0,0,0,0,2261,0,0,1,0,0,0,0,0,0,0,17,0,0,0,0,0,1,0,0,0,0,1,280,0,0,0,0,0,0,1,0,0,0,0,0,336,3
1,0,0,0,0,2821,1,0,0,0,0,0,0,0,393,0,5,0,0,0,0,0,1,393,0,0,0,1,90,0,0,0,0,0,0,0,0,1,0,0,0,950,1
0,1,0,0,0,3358,1,0,0,0,0,0,0,0,141,0,12,0,0,0,0,0,1,134,1,0,0,0,90,5,0,1,0,0,0,0,0,0,0,0,0,728,2
0,0,0,0,1,2997,0,0,0,0,0,0,1,0,106,0,18,1,0,0,0,0,0,106,0,0,0,1,50,152,0,0,0,0,0,1,0,0,0,0,0,320,4
0,0,1,0,0,3358,0,0,1,0,0,0,0,0,275,0,23,0,0,0,0,0,1,275,1,0,0,0,90,70,1,0,0,0,0,0,0,0,0,0,0,1000,3
1,0,0,0,0,3476,1,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,1,1,0,1,0,0,90,0,1,0,0,0,0,0,0,0,0,0,0,950,2
0,1,0,0,0,3476,1,0,0,0,0,0,0,0,129,0,13,0,0,0,0,0,1,124,1,0,0,0,90,59,1,0,0,0,0,0,0,0,0,0,0,728,6
0,1,0,0,0,3358,0,0,1,0,0,0,0,0,19,0,16,0,0,0,0,0,1,15,1,0,0,0,250,5,0,0,1,0,0,0,0,0,0,0,0,300,0
0,0,0,1,0,2821,0,0,1,0,0,0,0,0,309,0,23,0,0,0,0,0,1,308,0,0,0,1,280,30,0,0,0,0,0,0,0,0,0,1,0,336,0
0,1,0,0,0,3427,1,0,0,0,0,0,0,0,91,0,20,0,0,0,0,0,1,80,1,0,0,0,90,59,1,0,0,0,0,0,0,0,0,0,0,728,5
0,1,0,0,0,3476,1,0,0,0,0,0,0,0,99,0,17,0,0,0,0,0,1,94,1,0,0,0,250,16,1,0,0,0,0,0,0,0,0,0,0,250,2
0,1,0,0,0,2821,1,0,0,0,0,0,0,0,196,0,22,0,0,0,0,0,1,183,0,0,0,1,90,133,0,0,0,0,0,0,0,0,1,0,0,728,0
0,0,0,1,0,2821,0,0,0,0,0,0,1,0,275,0,21,1,0,0,0,0,0,275,0,0,0,1,90,30,0,0,0,0,0,1,0,0,0,0,0,960,0
0,1,0,0,0,2259,1,0,0,0,0,0,0,0,222,0,12,0,0,0,0,0,1,216,0,0,0,1,90,77,0,0,0,0,0,0,0,0,1,0,0,728,6
1,0,0,0,0,2259,0,0,1,0,0,0,0,0,217,0,9,0,0,0,0,0,1,216,0,0,0,1,250,0,0,0,0,0,0,0,0,1,0,0,0,300,6
1,0,0,0,0,3386,1,0,0,0,0,0,0,0,183,0,0,0,0,0,0,0,1,183,0,1,0,0,250,0,1,0,0,0,0,0,0,0,0,0,0,300,6
0,1,0,0,0,3427,0,0,1,0,0,0,0,0,215,0,14,0,0,0,0,0,1,201,1,0,0,0,600,5,0,0,1,0,0,0,0,0,0,0,0,160,0
0,0,0,0,1,2997,0,0,0,0,0,0,1,0,2,0,21,1,0,0,0,0,0,2,0,0,0,1,50,6,0,0,0,0,0,1,0,0,0,0,0,320,4
1,0,0,0,0,3386,0,0,1,0,0,0,0,0,255,0,11,0,0,0,0,0,1,253,0,1,0,0,250,0,0,1,0,0,0,0,0,0,0,0,0,300,0
0,1,0,0,0,3386,0,0,1,0,0,0,0,0,66,0,21,0,0,0,0,0,1,65,1,0,0,0,250,5,0,1,0,0,0,0,0,0,0,0,0,300,5
0,1,0,0,0,3358,0,0,1,0,0,0,0,0,81,0,4,0,0,0,0,0,1,80,1,0,0,0,90,5,0,1,0,0,0,0,0,0,0,0,0,728,2
1,0,0,0,0,1458,0,0,1,0,0,0,0,0,4,0,6,0,0,0,0,0,1,3,0,1,0,0,280,0,0,0,1,0,0,0,0,0,0,0,0,336,5
0,0,1,0,0,2259,1,0,0,0,0,0,0,0,232,0,4,0,0,0,0,0,1,216,0,0,0,1,90,80,0,0,0,0,0,0,0,1,0,0,0,1000,5
0,0,1,0,0,2259,0,0,1,0,0,0,0,0,216,0,14,0,0,0,0,0,1,216,0,0,0,1,90,40,0,0,0,0,0,0,0,1,0,0,0,960,0
